PID,Title,Description,Identifier,Format,Type,Access rights statement,Copyright statement,Relationship,Digital URI,ILMS Identifier,ILMS URI,Creator/Contributor,Date,Location,Accession number
2619103,"Bourke Street, Melbourne.","Cole's Book Arcade opened in 1883 in what is now the Bourke Street Mall. It boasted over 2 million new and second hand books and was famous around the world. The store offered a jovial atmosphere for its customers with a pianist, a fernery and menagerie, along with toys and a confectionery department. Cole provided comfortable chairs for customers and encouraged them to read without buying. Cole also published many editions of his own picture book, Cole's Funny Picture Book, which sold in the hundreds of thousands. EW Cole died in 1918, but the Melbourne Arcade continued until 1929.",pi015174,image/jpg,"StillImage,Gelatin silver prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2619186,2395522,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2395522,,1980/1989,"""-37.814029, 144.964717"", 299 Bourke",H87.207
3077237,"Tattersalls Horse Bazaar, Melbourne, John Black, Proprietor","Tattersall's Horse Bazaar is a set of buildings, built by John Black, which ran from Lonsdale Street through to Little Bourke Street. These were used as a livery hotel, stables, auction houses and cattle-yards. Archways fell from the roof which was 33 feet high.",wp007473,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3458693,1666797,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1666797,"J. S. Campbell & Co. lithographers.   Gill, S. T., 1818-1880.   Wharton & Burns",1853,"""-37.81163788, 144.9652405"", 245 Lonsdale",H2156
3077667,"Law Courts I.E. Supreme Court, Melbourne","The Supreme Court was designed by AL Smith and AE Johnson and opened in 1884. The design was Classical and draws on the style of Renaissance revival architecture. The prominent dome is the library - which was devised to service the original eight courts. The building includes offices, Judges' Chambers and court rooms. The bronze statue above the William Street entrance represents Justice, with the scales resting on her knees. Original furniture and a ceiling restoration in 2007 ensured the building maintains its original grandeur.",pi003858,image/jpg,"StillImage,Albumen prints",No copyright restrictions apply.,This work is out of copyright,Buildings collection. Victoria.,http://api.slv.vic.gov.au/access_record/3078416,1792728,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1792728,,9999,"""-37.814144, 144.95783"", 210 William",H141991
423963,"Lonsdale Street, Melbourne, Vic.","A view of Lonsdale Street, looking west towards Queen Street.",rg003532,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/427901,1766496,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1766496,Rose Stereograph Co,1920/1954,"""-37.811599, 144.96475"", NE cnr Swanston & Lonsdale",H32492/3550
640344,"Orient Hotel, 260 Bourke Street, On The North-east Corner Of Bourke And Swanston Streets, Melbourne","The Orient Hotel - From 1866, the north east corner of Bourke and Swanston streets hosted a number of hotels. In 1884 stood the four-storey Orient Hotel, which traded from 1884 until 1927. It was then purchased for Ã¯Â¿Â½500,000 by the Foy and Gibson department store.",cr001311,image/jpg,"StillImage,Glass negatives",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/640609,1784938,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1784938,,1890/1920,"""-37.813230, 144.965943"", 260 Bourke",H95.65/43
2357527,"Princes Bridge, Melbourne","Photographic Souvenir Of Melbourne. Foldout postcard comprising 15 images. , Title taken from cover, not captured. Published by The Valentine & Sons Publishing Co. Ltd. Melbourne. Including view from Flinders street, Swanston street, Collins street, View from Wellington parade and Alexandra avenue",b30383,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2357969,1707465,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1707465,,1911/1917,,H40638
628459,"Interior Views Of Plaza Theatre, Collins Street, Melbourne","Title assigned from inscriptions on envelopes. -- Undated but circa 1940s. -- Negative numbers inscribed in negatives: F957-2, F957-3, F957-4, F957-5, F957-8, F957-9, F957-10, F957-11, F957-12, F957-14, F957-15, F957-16, F957-17, F957-18, F957-19, F957-20",is003835,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/628602,2044462,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2044462,"Commercial Photographic Co., photographer.",1940/1949,,H2009.177/24
285705,"Bank Of Australasia And The E.S.& A. 'gothic' Bank, Collins Street, Melbourne","Bank of Australasia and the E.S.& A. 'Gothic' bank, Collins Street, Melbourne",cr002335,image/jpg,"StillImage,Glass negatives",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/286021,1785341,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1785341,"Ettelson, Philip E. Windmiller, 1895-1976, photographer.",1929/1935,,H2001.22/84
338187,General Hospital Melbourne,"The original Melbourne Hospital opened in 1848 and initially only had 10 beds, increasing to 20 beds within the first year. A central block was added in 1854, with the western block added in 1857. The hospital continued to grow, with further building additions, until 1867 Ã¢â‚¬â€œ with about 300 beds for patients. Melbourne Hospital became known as the Royal Melbourne Hospital and moved to Parkville in 1940s. The site on Swanston Street was used as the Central Hospital from 1944-46, and then re-opened as the Queen Victoria Hospital, which was one of the few hospitals for women and run by women. Most of the buildings were demolished but, today, the Queen Victoria Women's Centre still runs out of an original part of the building.",pc004488,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/338203,1913100,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1913100,"Cole, E. W. (Edward William), 1832-1918.",1902/1908,"-37.81098557, 144.9645538, 288 Swanston Street, Melbourne",H2009.98/1
2379816,Collins Street Looking East,"The view along Collins street from Queen Street showing the Hall of Commerce, Phair's Hotel, the spire of St Enochs United Presbyterian Church in distance on right, and the Treasury Building on the hill at the junction with Spring Street. T",pi003953,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Henry J. Bunney collection of photographs.,http://api.slv.vic.gov.au/access_record/2380091,1795741,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1795741,,1870/1880,"""-37.816894, 144.9615"", NW cnr Collins & Queen",H2006.56/13
3077632,Melbourne Town Hall,"The Melbourne Town Hall was opened in 1870 and was designed by prominent architect Joseph Reed, who is responsible for a number of Melbourne buildings. The Town Hall was constructed from a mix of bluestone and Tasmania freestone, and features include the Town Hall clock, made by Smith and Sons of London, and the portico, which was added in the 1880s. As well acting as the central municipal building, it is a venue for live theatre, music, comedy and weddings.",a14367,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3078381,1720316,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1720316,"Cooper, William H. photographer.",1887/1893,"""-37.815300, 144.966435"", 104 Swanston",H141417
2984290,"Melbourne. Mail Exchange. Spencer St., Melbourne","The Mail Exchange was built on the site that surveyor Robert Hoddle once lived on with his family. It was designed by John Smith Murdoch, an architect for the Commonwealth Department of Works who was responsible for many of CanberraÃ¯Â¿Â½s buildings, including the Old Parliament House. Opened in 1917, the Mail Exchange was operated under the Post Master GeneralÃ¯Â¿Â½s Department and later under Australia Post until the mid-1980s. Its classic, Greek influenced conservative design is consistent with other public buildings of the time.",jc019403,image/jpg,StillImage,Use of this work allowed provided the creator and SLV acknowledged.,This work is in copyright. Copyright has been assigned to the State Library of Victoria,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2984408,1699155,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1699155,"Collins, John T. 1907-2001 , photographer.",1980-04-04,"""-37.816338, 144.952797"", 164 Spencer",H98.252/1077
285193,"Exhibition Street Showing The Eastern Market, Melbourne","The Eastern Market, formerly Old PaddyÃ¯Â¿Â½s Market, was located on the corner of Exhibition and Bourke Streets and began in 1847. Originally an outdoor market, sheds were built in 1859 and it became more popular than the Western Market. It was also the sight of political demonstrations.  Originally a market for the sale of produce, hay and food goods, its last decades saw the Eastern Market with sideshows, such as fortune telling, tattoo artists and bric-a-brac dealers. The building was demolished in 1960 and replaced by the Southern Cross Hotel, which has now been replaced by the Southern Cross Towers.",pi008043,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Holyhead collection of J. W. Lindt photographs.,http://api.slv.vic.gov.au/access_record/285367,1872988,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1872988,"Lindt, J. W. (John William), 1845-1926, photographer.",1879/1894,"""-37.812616, 144.97036"", 121 Exhibition",H2008.59/5
3080576,Electric Clock At The Flinders-street Railway Station.,"Engraving published in Illustrated Australian news. -- Shows clock facing Elizabeth Street, at Flinders Street railway station, erected in 1882. Flinders Street Station was designed by JW Fowcett and GPG Ashworthand was  finally completed in 1910.  Electric trains began arriving and departing in 1919. Flinders Street is now MelbourneÃ¢â‚¬â„¢s busiest station and one of the cityÃ¢â‚¬â„¢s most iconic buildings, used by over 100,000 people every day. The clocks across the arch, part of the original design, show the times of departing trains, and continue to be a popular meeting place for Victorians. In 2013 the State Government announced a billion dollar refurbishment, to include a water-front amphitheatre and a market whilst still retaining the iconic dome and arched entrance.",mp004878,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3082109,1764043,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1764043,,1882-05-23,"Cnr Flinders street & Swanston street, Melbourne, -37.8176384, 144.9671783, 195 Flinders street, Melbourne",IAN13/05/82/77
3077683,"Victorian Tattersall's Horse And Carriage Bazaar, Exhibition Street","Tattersall's Horse Bazaar is a set of buildings, built by John Black, which ran from Lonsdale Street through to Little Bourke Street. These were used as a livery hotel, stables, auction houses and cattle-yards. Archways fell from the roof which was 33 feet high.",mp009291,image/jpg,"StillImage,Wood engravings",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3078407,1796814,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1796814,"Ashton, George Rossi b. 1857.",1881-11-05,"""-37.81163788, 144.9652405"", 245 Lonsdale",A/S05/11/81/361
280713,Elizabeth Street Looking South Towards Flinders Street Railway Station From Bourke Street,"Elizabeth Street was named after either the wife of Richard Bourke, the Governor of New South Wales or after Queen Elizabeth I Ã¯Â¿Â½ there has been conjecture over which is correct. When surveyor Robert Hoddle planned Melbourne, he ignored the physical terrain - Elizabeth Street was actually the site of a small creek flowing in to the Yarra. Subsequently Elizabeth Street has flooded several times in the intervening 175 years.  ",cr001332,image/jpg,"StillImage,Glass negatives",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/280933,1707016,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1707016,Kerr Brothers photographer.,1914/1918,"""-37.814248, 144.963159"", NE cnr Elizabeth & Bourke",H99.150/5
