Title,Description,Identifier,Format,Type,Access rights statement,Copyright Statement,Collection,Digital Uri,ILMS Identifier,ILMS URI,Creator,Date,Location,Physical format
"Melbourne and Metropolitan Board of Works detail plan. 4242, Municipality of Moordialloc [cartographic material].","Streets shown include Queen Street, First Street, Second Street, Third Street, Point Nepean Road (Nepean Highway).",bw2645,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2010281/oai_set/api_map,1271554,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1271554,Melbourne and Metropolitan Board of Works.,1941,"Melbourne, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 4307, Municipality of Mordialloc [cartographic material].","Streets shown include Swanston Street, William Street, Collins Street, Balcombe Road, Point Nepean Road (Nepean Highway).",bw2690,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2012595/oai_set/api_map,1281204,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1281204,Melbourne and Metropolitan Board of Works.,1942,"Mentone, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 4880, Municipality of Braybrook [cartographic material].",Streets shown include (Export Drive).,bw2794,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2012676/oai_set/api_map,1286287,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1286287,Melbourne and Metropolitan Board of Works.,1941,"Brooklyn, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 4718, Blackburn & Mitcham [cartographic material].","Streets shown include Acra Street, Simla Street, Meerut Street, Benares Street, Delhi Street, Calcutta Street, Elizabeth Street, Whitehorse Road, Colombo Street, Station Street.",bw2760,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2012720/oai_set/api_map,1286438,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1286438,Melbourne and Metropolitan Board of Works.,1939,"Nunawading, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 947, City of Prahran [cartographic material].","Streets shown include Yarra Street, Darling Street, Harcourt Parade, Domain Road, Gordon Street, Davidson Street, Lyons Street, Punt Road, Caroline Street.",bw0561,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2040459/oai_set/api_map,1183585,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1183585,Melbourne and Metropolitan Board of Works,1895,"South Yarra, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2305, Shire of Moorabbin [cartographic material].","Streets shown include South Road, Hampton Street, Holyrood Street.",bw1691,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2040503/oai_set/api_map,1198643,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1198643,Melbourne and Metropolitan Board of Works,1908,"Hampton, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2581, Heidelberg [cartographic material].","Streets shown include Carlsberg Road, Mount Street, The Eyrie, Brooke Street, Glen Drive.",bw1907,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2058748/oai_set/api_map,1187092,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1187092,Melbourne and Metropolitan Board of Works,1927,"Heidelberg, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works plan, scale 160 feet to 1 inch. no. 27, East Melbourne [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Russell Street, Flinders Street, Victoria Parade, Wellington Parade, Jolimont Street, Hoddle Street, Fitzroy Gardens.",bw3009,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2580603/oai_set/api_map,1596882,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1596882,Melbourne and Metropolitan Board of Works.,1893/1897,"East Melbourne, Victoria",1 map.
"Melbourne and Metropolitan Board of Works detail plan, 1187, City of Melbourne [cartographic material].","Streets shown include Lygon Street, Elgin Street, Rathdowne Street, Grattan Street, Drummond Street,Faraday Street.",bw0174,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1724263/oai_set/api_map,1164459,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1164459,Melbourne and Metropolitan Board of Works,1897,"Carlton, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 708, 726 & 727, City of Melbourne [cartographic material].","Streets shown include Railway Place, Roden Street, Stanley Street, Rosslyn Street, Dudley Street, Adderley Street,.",bw0391,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1730824/oai_set/api_map,1162257,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1162257,Melbourne and Metropolitan Board of Works,1895,"Melbourne, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 576, 577, 578 & 579, South Melbourne [cartographic material].","Streets shown include Richardson Street, Kerferd Road, Mills Street, Beaconsfield Parade, Danks Street, Little Danks Street, Little Richardson Street, Boyd Street, Page Street, Little Page Street.",bw0356,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1730905/oai_set/api_map,1167835,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1167835,Melbourne and Metropolitan Board of Works,1895,"Albert Park, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 936, City of Prahran [cartographic material]","Streets shown include Hill Street, Orrong Road, Robertson Street, Grange Road, Straun Street.",bw0548,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1746061/oai_set/api_map,1183540,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1183540,Melbourne and Metropolitan Board of Works,1905,"Toorak, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1436, Municipality of Caulfield [cartographic material].","Streets shown include Balaclava Road, Orrong Road, Alston Grove, Springfield Avenue.",bw0929,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1807207/oai_set/api_map,1194826,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1194826,Melbourne and Metropolitan Board of Works,1935,"Caulfield, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1359, Municipality of St. Kilda [cartographic material]","Streets shown include Crimea Street, Alma Road, Charnwood Crescent, High Street, Charnwood Grove, Charnwood Road, Barkly Street.",bw0653,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1754242/oai_set/api_map,1186608,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1186608,Melbourne and Metropolitan Board of Works,1945,"St. Kilda, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1373, City of St. Kilda [cartographic material]","Streets shown include Carlisle Street, Mitchell Street, Foster Street, Smith Street, Blessingon Street.",bw0672,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1754279/oai_set/api_map,1186690,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1186690,Melbourne and Metropolitan Board of Works,1897,"St. Kilda, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 167, City of Footscray [cartographic material]","Streets shown include Sommerville road, Lennox Street, Hyde Street, Ducker Street, Stephen Street, York Street.",bw0811,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1790990/oai_set/api_map,1176981,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1176981,Melbourne and Metropolitan Board of Works,1895,"Yarraville, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 135, Municipality of Williamstown [cartographic material]","Streets shown include Salisbury Street, Derwent Street, Market Street, Champion Road, Challis Street.",bw0783,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1791016/oai_set/api_map,1193879,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1193879,Melbourne and Metropolitan Board of Works,1938,"Williamstown, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 301, 309 & 310, City of Footscray [cartographic material].","Streets shown include Newell Street, Cowper Street, Hopkins Street, Nicholson Street, Leeds Street, Moore Street, Donald Street, Ryan Street, Bowen Street,Byron Street.",bw0894,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1807126/oai_set/api_map,1162997,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1162997,Melbourne and Metropolitan Board of Works,1896,"Footscray, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1444, Town of Caulfield [cartographic material].","Streets shown include St. Aubin's Avenue, Orrong Road.",bw0939,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1815064/oai_set/api_map,1194850,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1194850,Melbourne and Metropolitan Board of Works,1902,"Caulfield, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1589, Borough of Kew [cartographic material].","Streets shown include High Street, Highbury Grove, Charles Street, Mary Street, Cotham Road.",bw1048,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1825559/oai_set/api_map,1186519,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1186519,Melbourne and Metropolitan Board of Works.,1903,"Kew, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1726, Town of Caulfield [cartographic material]","Streets shown include Inkerman Road, Carnarvon Street, Malvern Grove, Normanby Avenue, Dandenong Road.",bw1145,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1826251/oai_set/api_map,1187535,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1187535,Melbourne and Metropolitan Board of Works.,1906,"Caulfield North, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1769, Town of Malvern [cartographic material].","Streets shown include Bruce Street, Russell Street, Glenferrie Road, Malvern Road, Malvern Hill Road, Hopetoun Road, Church Street, Cross Street, School Street, Russell Street.",bw1183,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1826288/oai_set/api_map,1187923,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1187923,Melbourne and Metropolitan Board of Works.,1907,"Toorak, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2124, Town of Brighton [cartographic material].","Streets shown include St. Kilda Street, Brighton Baths, Port Philip Bay, Yacht Club, Jetty.",bw1539,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1851028/oai_set/api_map,1197433,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1197433,Melbourne and Metropolitan Board of Works,1906,"Brighton, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2224, Town of Camberwell [cartographic material].","Streets shown include Canterbury Road, Norfolk Road, Kent Road, Essex Road.",bw1623,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1865591/oai_set/api_map,1198451,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1198451,Melbourne and Metropolitan Board of Works,1909,"Surrey Hills, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2427, Northcote [cartographic material].","Streets shown include Strettle Street, Newman Street.",bw1802,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1925071/oai_set/api_map,1187063,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1187063,Melbourne and Metropolitan Board of Works,1937,"Northcote, Victoria & Thornbury, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2734, Municipality of Sandringham [cartographic material].","Streets shown include Ludstone Street, Lagnicourt Street, May Street, Littlewood Street, Grout Street, Hood Street.",bw1977,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1938040/oai_set/api_map,1205576,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1205576,Melbourne and Metropolitan Board of Works,1926,"Hampton, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2762, Caulfield [cartographic material].","Streets shown include Curraweena Road, Merri Street, Eumeralla Road, Trevascus Street, Narrawong Road, Marara Road.",bw1994,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1938077/oai_set/api_map,1206559,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1206559,Melbourne and Metropolitan Board of Works,1926,"Caulfield South, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2911, Municipality of Camberwell [cartographic material].","Streets shown include Kalang Road, Glencairn Avenue, Highfield Road, Norwood (Toorak) Road, Back Creek, Wattle Valley Road.",bw2109,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1949183/oai_set/api_map,1213765,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1213765,Melbourne and Metropolitan Board of Works,1924,"Camberwell, Victoria",1 map ; 79 x 130 cm.  Sewerage
